-200	9.2867e-09	2.05648e-08	6.4627e-09	5.7135e-09	8.2777e-09	2.70279e-08	5.6163e-09	4.7955e-09	1.33516e-08	5.085e-09	4.4287e-09
-210	9.3372e-09	2.06512e-08	6.4998e-09	5.7506e-09	8.3255e-09	2.71462e-08	5.6509e-09	4.8266e-09	1.34057e-08	5.1188e-09	4.463e-09
-220	9.4002e-09	2.07474e-08	6.5438e-09	5.7865e-09	8.3797e-09	2.72765e-08	5.6873e-09	4.8589e-09	1.34605e-08	5.1569e-09	4.4969e-09
-230	9.4706e-09	2.08449e-08	6.5877e-09	5.829e-09	8.4395e-09	2.74097e-08	5.7266e-09	4.8906e-09	1.35198e-08	5.1901e-09	4.5294e-09
-240	9.5467e-09	2.0951e-08	6.6429e-09	5.8719e-09	8.5035e-09	2.75528e-08	5.7631e-09	4.923e-09	1.38061e-08	5.2261e-09	4.5659e-09
-250	9.6302e-09	2.10593e-08	6.6933e-09	5.9167e-09	8.5623e-09	2.77005e-08	5.7959e-09	4.9527e-09	1.38939e-08	5.249e-09	4.5883e-09
-260	9.7122e-09	2.11652e-08	6.7404e-09	5.9515e-09	8.614e-09	2.78432e-08	5.824e-09	4.9738e-09	1.39688e-08	5.2744e-09	4.6097e-09
-270	9.7859e-09	2.12602e-08	6.7752e-09	5.9776e-09	8.659e-09	2.79752e-08	5.8455e-09	4.9973e-09	1.40459e-08	5.2967e-09	4.632e-09
-280	9.8482e-09	2.13437e-08	6.8083e-09	6.007e-09	8.6976e-09	2.80872e-08	5.8701e-09	5.0184e-09	1.41141e-08	5.3222e-09	4.6499e-09
-290	9.9009e-09	2.14149e-08	6.841e-09	6.0322e-09	8.7313e-09	2.81809e-08	5.8908e-09	5.0418e-09	1.4177e-08	5.3424e-09	4.6695e-09
-300	9.9473e-09	2.14751e-08	6.8676e-09	6.0553e-09	8.7626e-09	2.82585e-08	5.9113e-09	5.0572e-09	1.42243e-08	5.356e-09	4.6872e-09
-310	9.9907e-09	2.15329e-08	6.8928e-09	6.0716e-09	8.792e-09	2.83327e-08	5.9296e-09	5.0781e-09	1.42709e-08	5.3785e-09	4.7048e-09
-320	1.00312e-08	2.15824e-08	6.9137e-09	6.0876e-09	8.8193e-09	2.84017e-08	5.94e-09	5.0928e-09	1.43157e-08	5.3898e-09	4.7213e-09
-330	1.00686e-08	2.16293e-08	6.9355e-09	6.1047e-09	8.8437e-09	2.84655e-08	5.9596e-09	5.1125e-09	1.4355e-08	5.4131e-09	4.7366e-09
-340	1.01025e-08	2.1675e-08	6.9559e-09	6.1218e-09	8.868e-09	2.85251e-08	5.9774e-09	5.1282e-09	1.43955e-08	5.4247e-09	4.752e-09
-350	1.01346e-08	2.17236e-08	6.9747e-09	6.1364e-09	8.8905e-09	2.85853e-08	5.9885e-09	5.1433e-09	1.44357e-08	5.4439e-09	4.7661e-09
-360	1.01662e-08	2.17616e-08	6.9914e-09	6.1486e-09	8.9134e-09	2.86385e-08	6.0045e-09	5.1577e-09	1.44761e-08	5.4583e-09	4.7813e-09
-370	1.01962e-08	2.18077e-08	7.0096e-09	6.161e-09	8.938e-09	2.86956e-08	6.0174e-09	5.1668e-09	1.4513e-08	5.4742e-09	4.7966e-09
-380	1.02261e-08	2.18428e-08	7.0237e-09	6.1718e-09	8.96e-09	2.87515e-08	6.03e-09	5.1779e-09	1.45505e-08	5.4867e-09	4.8088e-09
-390	1.02548e-08	2.18901e-08	7.0363e-09	6.1848e-09	8.9815e-09	2.87996e-08	6.0412e-09	5.1868e-09	1.45859e-08	5.5043e-09	4.8199e-09
-400	1.02814e-08	2.192e-08	7.0491e-09	6.197e-09	9.0007e-09	2.88479e-08	6.0503e-09	5.1943e-09	1.46213e-08	5.5149e-09	4.8312e-09
-410	1.03078e-08	2.19616e-08	7.0616e-09	6.207e-09	9.0196e-09	2.88999e-08	6.0579e-09	5.2037e-09	1.46563e-08	5.531e-09	4.8413e-09
-420	1.03332e-08	2.19983e-08	7.0725e-09	6.2198e-09	9.0377e-09	2.89472e-08	6.0677e-09	5.2312e-09	1.46894e-08	5.5417e-09	4.8554e-09
-430	1.03585e-08	2.20348e-08	7.0829e-09	6.2317e-09	9.0562e-09	2.89958e-08	6.0743e-09	5.2558e-09	1.47264e-08	5.5565e-09	4.866e-09
-440	1.03836e-08	2.20755e-08	7.0949e-09	6.2447e-09	9.0744e-09	2.90435e-08	6.085e-09	5.282e-09	1.47623e-08	5.5701e-09	4.8768e-09
-450	1.04082e-08	2.21107e-08	7.1069e-09	6.2569e-09	9.0917e-09	2.90871e-08	6.0919e-09	5.3397e-09	1.47932e-08	5.5806e-09	4.8875e-09
-460	1.04299e-08	2.21431e-08	7.1177e-09	6.2685e-09	9.1103e-09	2.9137e-08	6.0943e-09	5.9309e-09	1.48293e-08	5.5907e-09	4.8998e-09
-470	1.04542e-08	2.21841e-08	7.1299e-09	6.2807e-09	9.1269e-09	2.91799e-08	6.104e-09	5.9696e-09	1.48635e-08	5.6036e-09	4.9103e-09
-480	1.04762e-08	2.22153e-08	7.1389e-09	6.2914e-09	9.1436e-09	2.92315e-08	6.1121e-09	5.9738e-09	1.48974e-08	5.6099e-09	4.9214e-09
-490	1.04961e-08	2.22589e-08	7.152e-09	6.3003e-09	9.1607e-09	2.9274e-08	6.1148e-09	5.8842e-09	1.49324e-08	5.6192e-09	4.9337e-09
-500	1.05166e-08	2.22904e-08	7.1649e-09	6.3099e-09	9.1764e-09	2.932e-08	6.1302e-09	3.21422e-08	1.49676e-08	5.6298e-09	4.9456e-09
-510	1.05357e-08	2.23226e-08	7.1747e-09	6.3184e-09	9.1938e-09	2.93636e-08	6.1403e-09	5.24259e-07	1.50035e-08	5.6375e-09	4.9605e-09
-520	1.05539e-08	2.23677e-08	7.1896e-09	6.3274e-09	9.209e-09	2.94116e-08	6.1478e-09	9.87973e-07	1.50412e-08	5.6487e-09	4.9692e-09
-530	1.0571e-08	2.23945e-08	7.2005e-09	6.3362e-09	9.2244e-09	2.94631e-08	6.1632e-09	1.496176e-06	1.50801e-08	5.6555e-09	4.9799e-09
-540	1.0589e-08	2.24352e-08	7.2123e-09	6.3467e-09	9.2396e-09	2.95073e-08	6.1743e-09	2.19323e-06	1.51173e-08	5.6675e-09	4.9917e-09
-550	1.06081e-08	2.24711e-08	7.2247e-09	6.3578e-09	9.2555e-09	2.95545e-08	6.1839e-09	3.13266e-06	1.51552e-08	5.675e-09	4.9999e-09
-560	1.06258e-08	2.25107e-08	7.2375e-09	6.3702e-09	9.2705e-09	2.96015e-08	6.1978e-09	6.69937e-06	1.51902e-08	5.6833e-09	5.0141e-09
-570	1.06412e-08	2.25454e-08	7.2528e-09	6.3833e-09	9.2848e-09	2.96496e-08	6.2103e-09	1.010094e-05	1.523e-08	5.6955e-09	5.0204e-09
-580	1.06604e-08	2.25876e-08	7.2672e-09	6.3979e-09	9.3004e-09	2.97079e-08	6.2261e-09	1.382114e-05	1.52641e-08	5.7029e-09	5.0314e-09
-590	1.06787e-08	2.26222e-08	7.2802e-09	6.4105e-09	9.3128e-09	2.97525e-08	6.2698e-09	1.747993e-05	1.53026e-08	5.7148e-09	5.0423e-09
-600	1.0697e-08	2.2667e-08	7.2924e-09	6.425e-09	9.3298e-09	2.98073e-08	6.6733e-09	2.07639e-05	1.53419e-08	5.7223e-09	5.2028e-09
-610	1.07172e-08	2.26996e-08	7.3065e-09	6.4398e-09	9.3446e-09	2.9853e-08	9.869e-09	2.80216e-05	1.53812e-08	5.7355e-09	7.1419e-09
-620	1.0735e-08	2.27497e-08	7.3179e-09	6.4522e-09	9.3586e-09	2.99159e-08	2.09016e-07	3.26756e-05	1.54221e-08	5.7424e-09	1.65948e-08
-630	1.07537e-08	2.2788e-08	7.3325e-09	6.4648e-09	9.3726e-09	2.99623e-08	4.18204e-07	3.81347e-05	1.54623e-08	5.7532e-09	2.34576e-08
-640	1.07737e-08	2.28285e-08	7.3427e-09	6.4818e-09	9.3881e-09	3.00234e-08	7.92167e-07	4.38884e-05	1.55042e-08	5.7637e-09	4.41076e-08
-650	1.07947e-08	2.28715e-08	7.3532e-09	6.4954e-09	9.4032e-09	3.00764e-08	1.23328e-06		1.55479e-08	5.7724e-09	5.64373e-08
-660	1.08134e-08	2.2924e-08	7.3662e-09	6.5086e-09	9.4175e-09	3.01326e-08	1.890811e-06		1.55915e-08	5.7869e-09	7.56098e-08
-670	1.08356e-08	2.29617e-08	7.3778e-09	6.5239e-09	9.4329e-09	3.01973e-08	2.91729e-06		1.56346e-08	5.796e-09	8.28469e-08
-680	1.08551e-08	2.30158e-08	7.3903e-09	6.5388e-09	9.4482e-09	3.0256e-08	5.11779e-06		1.56777e-08	5.8061e-09	1.059184e-07
-690	1.08776e-08	2.30562e-08	7.4051e-09	6.5533e-09	9.4646e-09	3.0319e-08	5.73994e-06		1.57258e-08	5.8152e-09	1.495944e-07
-700	1.08993e-08	2.31108e-08	7.4173e-09	6.5667e-09	9.4816e-09	3.03887e-08	6.17798e-06		1.57752e-08	5.8281e-09	2.53093e-07
											
											
											
											
											
											
											
											
											
											
